file_paths,targets
../PCB_imgs/all/resize/OK\ok_226.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_541.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_145.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_304.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_736.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (1).bmp.png,nick
../PCB_imgs/all/resize/NG\Open_2386.bmp.png,Open_
../PCB_imgs/all/resize/OK\ok (584).bmp.png,OK
../PCB_imgs/all/resize/NG\eemool1 (65).bmp.png,eemool
../PCB_imgs/all/resize/NG\eemool (118).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_228.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_711.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (22).bmp.png,nick
../PCB_imgs/all/resize/OK\ok (71).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_391.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2331.bmp.png,Nick_
../PCB_imgs/all/resize/NG\miboo (1042).bmp.png,miboo
../PCB_imgs/all/resize/NG\eemool (80).bmp.png,eemool
../PCB_imgs/all/resize/NG\Open_2165.bmp.png,Open_
../PCB_imgs/all/resize/NG\Dust_2016.bmp.png,Dust_
../PCB_imgs/all/resize/NG\dust (133).bmp.png,dust
../PCB_imgs/all/resize/NG\Open_2393.bmp.png,Open_
../PCB_imgs/all/resize/OK\ok_603.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1370.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_Nick_2102.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/NG\Nick_2468.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_1009.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (7).bmp.png,eemool
../PCB_imgs/all/resize/NG\open (25).bmp.png,open
../PCB_imgs/all/resize/NG\Short_2251.bmp.png,Short_
../PCB_imgs/all/resize/NG\miboo (1857).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_1315.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (448).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_747.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1493.bmp.png,OK
../PCB_imgs/all/resize/NG\Open_2479.bmp.png,Open_
../PCB_imgs/all/resize/NG\eemool1 (28).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_124.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2749.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_784.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1685).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok (197).bmp.png,OK
../PCB_imgs/all/resize/OK\ok (410).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_94.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (82).bmp.png,nick
../PCB_imgs/all/resize/OK\ok (516).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1363.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_Dust_2356.bmp.png,Nick_Dust_
../PCB_imgs/all/resize/OK\ok (363).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1366.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_326.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2321.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_827.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_771.bmp.png,OK
../PCB_imgs/all/resize/NG\lvh (26).bmp.png,lvh
../PCB_imgs/all/resize/NG\miboo (1882).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_654.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1280.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1296.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (413).bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1339).bmp.png,miboo
../PCB_imgs/all/resize/NG\miboo (1249).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_504.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2245.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_899.bmp.png,OK
../PCB_imgs/all/resize/NG\short (30).bmp.png,short
../PCB_imgs/all/resize/OK\ok_1590.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_677.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_591.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2546.bmp.png,Short_
../PCB_imgs/all/resize/NG\miboo (139).bmp.png,miboo
../PCB_imgs/all/resize/NG\Short_2253.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_774.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (547).bmp.png,OK
../PCB_imgs/all/resize/NG\dust (111).bmp.png,dust
../PCB_imgs/all/resize/OK\ok (485).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_676.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1886).bmp.png,miboo
../PCB_imgs/all/resize/NG\Nick_31.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok (427).bmp.png,OK
../PCB_imgs/all/resize/NG\open (17).bmp.png,open
../PCB_imgs/all/resize/NG\Nick_2426.bmp.png,Nick_
../PCB_imgs/all/resize/NG\miboo (1789).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_421.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (770).bmp.png,miboo
../PCB_imgs/all/resize/NG\Nick_2326.bmp.png,Nick_
../PCB_imgs/all/resize/NG\dust (220).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_206.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2005.bmp.png,Dust_
../PCB_imgs/all/resize/NG\nick (64).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_187.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (627).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_1367.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2740.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_825.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_1967.bmp.png,Dust_
../PCB_imgs/all/resize/NG\milchack1 (3).bmp.png,milchack
../PCB_imgs/all/resize/NG\eemool (37).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok (133).bmp.png,OK
../PCB_imgs/all/resize/NG\nick (105).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_177.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1524.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (89).bmp.png,nick
../PCB_imgs/all/resize/NG\Nick_50.bmp.png,Nick_
../PCB_imgs/all/resize/NG\nick (2).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_313.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (315).bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (35).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok (131).bmp.png,OK
../PCB_imgs/all/resize/NG\lvh (12).bmp.png,lvh
../PCB_imgs/all/resize/NG\nick (56).bmp.png,nick
../PCB_imgs/all/resize/NG\scratch (13).bmp.png,scratch
../PCB_imgs/all/resize/OK\ok (457).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_257.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2440.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Nick_2142.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_1349.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (432).bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (325).bmp.png,miboo
../PCB_imgs/all/resize/NG\miboo (1414).bmp.png,miboo
../PCB_imgs/all/resize/NG\Nick_2154.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok (319).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_229.bmp.png,OK
../PCB_imgs/all/resize/NG\open (12).bmp.png,open
../PCB_imgs/all/resize/NG\eemool (53).bmp.png,eemool
../PCB_imgs/all/resize/NG\dust (81).bmp.png,dust
../PCB_imgs/all/resize/NG\Dust_2304.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_408.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (58).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok (548).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_320.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2449.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_1273.bmp.png,OK
../PCB_imgs/all/resize/NG\Open_2480.bmp.png,Open_
../PCB_imgs/all/resize/NG\Scratch_2505.bmp.png,Scratch_
../PCB_imgs/all/resize/NG\eemool1 (22).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_644.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (121).bmp.png,nick
../PCB_imgs/all/resize/NG\dust (125).bmp.png,dust
../PCB_imgs/all/resize/NG\Pinhole_2177.bmp.png,Pinhole_
../PCB_imgs/all/resize/OK\ok_900.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_398.bmp.png,OK
../PCB_imgs/all/resize/NG\open (31).bmp.png,open
../PCB_imgs/all/resize/OK\ok_1275.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (383).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_66.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2746.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Open_2169.bmp.png,Open_
../PCB_imgs/all/resize/OK\ok_925.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool1 (13).bmp.png,eemool
../PCB_imgs/all/resize/NG\eemool (59).bmp.png,eemool
../PCB_imgs/all/resize/NG\eemool (197).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_297.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (432).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_354.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (70).bmp.png,dust
../PCB_imgs/all/resize/NG\lvh (9).bmp.png,lvh
../PCB_imgs/all/resize/OK\ok_1384.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (204).bmp.png,eemool
../PCB_imgs/all/resize/NG\eemool1 (67).bmp.png,eemool
../PCB_imgs/all/resize/NG\nick (95).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_287.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_8.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (76).bmp.png,eemool
../PCB_imgs/all/resize/NG\Dust_2659.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok (146).bmp.png,OK
../PCB_imgs/all/resize/NG\Open_55.bmp.png,Open_
../PCB_imgs/all/resize/NG\eemool (217).bmp.png,eemool
../PCB_imgs/all/resize/NG\Dust_2011.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Nick_2473.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Dust_2317.bmp.png,Dust_
../PCB_imgs/all/resize/NG\miboo (1650).bmp.png,miboo
../PCB_imgs/all/resize/NG\lvh (29).bmp.png,lvh
../PCB_imgs/all/resize/NG\miboo (1362).bmp.png,miboo
../PCB_imgs/all/resize/NG\Dust_2299.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Short_61.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok (79).bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2447.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok (18).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_235.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2330.bmp.png,Nick_
../PCB_imgs/all/resize/NG\eemool (273).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_127.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2038.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Dust_2303.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_440.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1605).bmp.png,miboo
../PCB_imgs/all/resize/NG\miboo (1553).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_1339.bmp.png,OK
../PCB_imgs/all/resize/NG\lvh (4).bmp.png,lvh
../PCB_imgs/all/resize/NG\miboo (241).bmp.png,miboo
../PCB_imgs/all/resize/NG\Nick_2456.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_1074.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_96.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2649.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Dust_2055.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Dust_2727.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Dust_2723.bmp.png,Dust_
../PCB_imgs/all/resize/NG\lvh (18).bmp.png,lvh
../PCB_imgs/all/resize/NG\Dust_2022.bmp.png,Dust_
../PCB_imgs/all/resize/NG\eemool (196).bmp.png,eemool
../PCB_imgs/all/resize/NG\Dust_2310.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_891.bmp.png,OK
../PCB_imgs/all/resize/NG\Pinhole_2394.bmp.png,Pinhole_
../PCB_imgs/all/resize/OK\ok (463).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_2.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (153).bmp.png,eemool
../PCB_imgs/all/resize/NG\Nick_2438.bmp.png,Nick_
../PCB_imgs/all/resize/NG\dust (83).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_182.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_268.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_918.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_832.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (157).bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_26.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Short_2528.bmp.png,Short_
../PCB_imgs/all/resize/NG\Nick_2347.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok (510).bmp.png,OK
../PCB_imgs/all/resize/NG\dust (56).bmp.png,dust
../PCB_imgs/all/resize/NG\Dust_2014.bmp.png,Dust_
../PCB_imgs/all/resize/NG\miboo (1003).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok (142).bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (337).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_716.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1338.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (110).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_853.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (141).bmp.png,dust
../PCB_imgs/all/resize/NG\Nick_2338.bmp.png,Nick_
../PCB_imgs/all/resize/NG\eemool (250).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok (419).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_712.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_43.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (362).bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1269).bmp.png,miboo
../PCB_imgs/all/resize/NG\Nick_1467.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Dust_2049.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok (373).bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1780).bmp.png,miboo
../PCB_imgs/all/resize/NG\Open_2481.bmp.png,Open_
../PCB_imgs/all/resize/NG\nick (154).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_202.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (148).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_660.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_Nick_2133.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/OK\ok_852.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1291).bmp.png,miboo
../PCB_imgs/all/resize/NG\Nick_2439.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_251.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1804).bmp.png,miboo
../PCB_imgs/all/resize/NG\miboo (768).bmp.png,miboo
../PCB_imgs/all/resize/NG\dust (116).bmp.png,dust
../PCB_imgs/all/resize/NG\Nick_2156.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_1371.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1681).bmp.png,miboo
../PCB_imgs/all/resize/NG\dust (54).bmp.png,dust
../PCB_imgs/all/resize/OK\ok (254).bmp.png,OK
../PCB_imgs/all/resize/NG\nick (41).bmp.png,nick
../PCB_imgs/all/resize/NG\dust (61).bmp.png,dust
../PCB_imgs/all/resize/NG\Dust_Nick_2131.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/OK\ok_152.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_299.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (95).bmp.png,dust
../PCB_imgs/all/resize/NG\short (50).bmp.png,short
../PCB_imgs/all/resize/NG\miboo (178).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_821.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_71.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_91.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_484.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (605).bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1170).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok (594).bmp.png,OK
../PCB_imgs/all/resize/NG\Open_2162.bmp.png,Open_
../PCB_imgs/all/resize/OK\ok_749.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1383.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_73.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (52).bmp.png,nick
../PCB_imgs/all/resize/NG\eemool (71).bmp.png,eemool
../PCB_imgs/all/resize/NG\eemool (285).bmp.png,eemool
../PCB_imgs/all/resize/NG\Nick_37.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Nick_1466.bmp.png,Nick_
../PCB_imgs/all/resize/NG\miboo (1465).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_155.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_282.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (52).bmp.png,eemool
../PCB_imgs/all/resize/NG\Dust_2728.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_65.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_130.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (50).bmp.png,eemool
../PCB_imgs/all/resize/NG\Short_63.bmp.png,Short_
../PCB_imgs/all/resize/NG\nick (48).bmp.png,nick
../PCB_imgs/all/resize/NG\Open_2390.bmp.png,Open_
../PCB_imgs/all/resize/NG\miboo (1576).bmp.png,miboo
../PCB_imgs/all/resize/NG\miboo (858).bmp.png,miboo
../PCB_imgs/all/resize/NG\Dust_2054.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_730.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1292.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_14.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_22.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (10).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok (177).bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2209.bmp.png,Short_
../PCB_imgs/all/resize/NG\Open_2163.bmp.png,Open_
../PCB_imgs/all/resize/NG\Short_2199.bmp.png,Short_
../PCB_imgs/all/resize/NG\eemool (252).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_1287.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2430.bmp.png,Nick_
../PCB_imgs/all/resize/NG\dust (197).bmp.png,dust
../PCB_imgs/all/resize/NG\nick (92).bmp.png,nick
../PCB_imgs/all/resize/NG\eemool (26).bmp.png,eemool
../PCB_imgs/all/resize/NG\Short_107.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok (216).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1616.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (103).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_110.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (566).bmp.png,OK
../PCB_imgs/all/resize/NG\Scratch_2503.bmp.png,Scratch_
../PCB_imgs/all/resize/NG\Dust_2693.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_281.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_167.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_1990.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_64.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (368).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_83.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (48).bmp.png,eemool
../PCB_imgs/all/resize/NG\nick (107).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_34.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_748.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool1 (36).bmp.png,eemool
../PCB_imgs/all/resize/NG\miboo (1545).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_740.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1087.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (179).bmp.png,dust
../PCB_imgs/all/resize/NG\scratch (11).bmp.png,scratch
../PCB_imgs/all/resize/OK\ok_842.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1364.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (77).bmp.png,dust
../PCB_imgs/all/resize/NG\eemool (172).bmp.png,eemool
../PCB_imgs/all/resize/NG\eemool (119).bmp.png,eemool
../PCB_imgs/all/resize/NG\miboo (1461).bmp.png,miboo
../PCB_imgs/all/resize/NG\eemool (6).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok (404).bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (96).bmp.png,eemool
../PCB_imgs/all/resize/NG\dust (93).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_707.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_1983.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_420.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (712).bmp.png,miboo
../PCB_imgs/all/resize/NG\Nick_2434.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_319.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (356).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_610.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_258.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_Nick_2108.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/NG\Short_2530.bmp.png,Short_
../PCB_imgs/all/resize/NG\Nick_Dust_2750.bmp.png,Nick_Dust_
../PCB_imgs/all/resize/NG\Open_2489.bmp.png,Open_
../PCB_imgs/all/resize/NG\nick (131).bmp.png,nick
../PCB_imgs/all/resize/NG\eemool (149).bmp.png,eemool
../PCB_imgs/all/resize/NG\eemool1 (54).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_815.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (58).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_80.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (95).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_298.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1601).bmp.png,miboo
../PCB_imgs/all/resize/NG\eemool (133).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_779.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (273).bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2216.bmp.png,Short_
../PCB_imgs/all/resize/NG\miboo (842).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_893.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_31.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_429.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (278).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_49.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool1 (47).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_758.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2531.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok (369).bmp.png,OK
../PCB_imgs/all/resize/NG\dust (203).bmp.png,dust
../PCB_imgs/all/resize/NG\eemool (69).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_172.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (449).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_390.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1363).bmp.png,miboo
../PCB_imgs/all/resize/NG\Short_87.bmp.png,Short_
../PCB_imgs/all/resize/NG\Pinhole_59.bmp.png,Pinhole_
../PCB_imgs/all/resize/NG\miboo (1110).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_1523.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2718.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_801.bmp.png,OK
../PCB_imgs/all/resize/NG\milchack (12).bmp.png,milchack
../PCB_imgs/all/resize/NG\miboo (515).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_864.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_42.bmp.png,Nick_
../PCB_imgs/all/resize/NG\miboo (1001).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok (635).bmp.png,OK
../PCB_imgs/all/resize/OK\ok (520).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1525.bmp.png,OK
../PCB_imgs/all/resize/NG\short_2767.bmp.png,short_
../PCB_imgs/all/resize/NG\nick (47).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_804.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (282).bmp.png,OK
../PCB_imgs/all/resize/NG\dust (29).bmp.png,dust
../PCB_imgs/all/resize/OK\ok (458).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_965.bmp.png,OK
../PCB_imgs/all/resize/NG\miboosik (17).bmp.png,miboosik
../PCB_imgs/all/resize/NG\dust (91).bmp.png,dust
../PCB_imgs/all/resize/NG\eemool (188).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_422.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1317.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_286.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool1 (14).bmp.png,eemool
../PCB_imgs/all/resize/NG\Nick_2328.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Nick_2147.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Short_2545.bmp.png,Short_
../PCB_imgs/all/resize/NG\eemool (187).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_428.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_Nick_2107.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/NG\eemool (105).bmp.png,eemool
../PCB_imgs/all/resize/NG\dust (135).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_134.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (527).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1311.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1324).bmp.png,miboo
../PCB_imgs/all/resize/NG\Nick_2424.bmp.png,Nick_
../PCB_imgs/all/resize/NG\eemool1 (66).bmp.png,eemool
../PCB_imgs/all/resize/NG\Dust_1996.bmp.png,Dust_
